slice_idx,hop_idx_in_batch,psnr_ceil,psnr_transport,attackable_gap_dB,psnr_transport_vs_ceil,latent_l2_rel
760,0,38.45141912025541,25.441623368550665,13.009795751704743,25.524585987230985,0.03579578189686316
761,0,40.602975217253935,26.318814486873276,14.284160730380659,26.35003374865133,0.03955022725156342
762,0,48.037782173995126,36.708773082769355,11.329009091225771,37.141440526227,0.022507728503828144
763,0,34.801435821867,28.096795935936118,6.7046398859308844,28.815820340822203,0.022406840434831415
764,0,48.27436065605903,35.77622947841044,12.498131177648588,36.040214749885635,0.014969819750777281
765,0,42.5242623535577,29.03999086626056,13.484271487297143,29.20706030516727,0.022939518317017786
766,0,42.4017324510412,28.127056968382682,14.274675482658516,28.257146699840895,0.031086889955485714
767,0,39.26522408284116,25.722673247737593,13.542550835103565,25.88925137606055,0.04163185959069597
768,0,45.85560668627457,33.222718817568236,12.632887868706334,33.39100209148812,0.029468849276513002
769,0,46.80861368149951,33.457232308772255,13.351381372727253,33.62237403790547,0.02336207260555667
770,0,38.69471345228321,25.492496514543916,13.202216937739294,25.65415265345678,0.031209685450849147
771,0,41.25389604346344,30.356567896498174,10.897328146965268,30.93708099787362,0.05389086932414852
772,0,51.37330064589844,39.4288463234698,11.94445432242864,39.84410341867947,0.026163710088596342
773,0,49.58234171727615,38.84334743851349,10.73899427876266,39.21335758494146,0.029945179956025997
774,0,46.825705622653814,34.145301563543384,12.68040405911043,34.3568172353516,0.041089197600411964
775,0,38.53625885662369,28.066320170994825,10.469938685628865,28.243510236340516,0.030855846993019853
776,0,41.47975973567959,28.37599887894038,13.103760856739214,28.608895768489415,0.020281974911306264
777,0,41.095166106480264,27.693246065694204,13.40192004078606,27.82591810619225,0.021546547167888102
778,0,45.40016805765882,32.00221293835344,13.39795511930538,32.18222024121782,0.02866454760327838
779,0,46.210967621870154,34.435598282972514,11.77536933889764,34.760617253243694,0.01554778421739945
