slice_idx,mse_D10,mse_D20,mse_D4,mse_D50,mse_NORMAL,mse_raw_D10,mse_raw_D20,mse_raw_D4,mse_raw_D50,mse_raw_NORMAL,psnr_D10,psnr_D20,psnr_D4,psnr_D50,psnr_NORMAL,psnr_raw_D10,psnr_raw_D20,psnr_raw_D4,psnr_raw_D50,psnr_raw_NORMAL
0,3.9256803574971855e-05,5.0568072765599936e-05,3.531056790961884e-05,8.181657904060557e-06,3.096756699960679e-05,3.9256803574971855e-05,5.0568072765599936e-05,3.531056790961884e-05,8.181657904060557e-06,3.096756699960679e-05,39.648323821265905,38.54222628391747,40.11406419655806,46.56795623231045,40.69202749072538,39.648323821265905,38.54222628391747,40.11406419655806,46.56795623231045,40.69202749072538
1,0.0002627805224619806,0.0003197726036887616,0.0002432774199405685,5.6315424444619566e-05,0.00021165965881664306,0.0002627805224619806,0.0003197726036887616,0.0002432774199405685,5.6315424444619566e-05,0.00021165965881664306,31.390677482485692,30.59159661039238,31.71667509034415,38.6145077110337,32.32671103866065,31.390677482485692,30.59159661039238,31.71667509034415,38.6145077110337,32.32671103866065
2,0.00029364126385189593,0.00038779230089858174,0.000246059411438182,5.7463541452307254e-05,0.00022542553779203445,0.00029364126385189593,0.00038779230089858174,0.000246059411438182,5.7463541452307254e-05,0.00022542553779203445,30.901115656425368,29.775760788010654,31.66251923287508,38.44569134192909,32.046112136423645,30.901115656425368,29.775760788010654,31.66251923287508,38.44569134192909,32.046112136423645
3,0.0001764010521583259,0.00022809806978330016,0.00014547677710652351,3.604306766646914e-05,0.00012177056487416849,0.0001764010521583259,0.00022809806978330016,0.00014547677710652351,3.604306766646914e-05,0.00012177056487416849,33.10699344961871,31.988973970554024,33.94650527701961,40.08430314428926,34.72259088207572,33.10699344961871,31.988973970554024,33.94650527701961,40.08430314428926,34.72259088207572
4,0.0003124052018392831,0.00034560117637738585,0.0002507386088836938,6.507760554086417e-05,0.00021437056420836598,0.0003124052018392831,0.00034560117637738585,0.0002507386088836938,6.507760554086417e-05,0.00021437056420836598,30.810729963132772,30.23138819642247,31.59039478065755,38.06936881684793,32.279859999327314,30.810729963132772,30.23138819642247,31.59039478065755,38.06936881684793,32.279859999327314
5,0.00021242786897346377,0.0002363141975365579,0.00016652799968142062,3.87034124287311e-05,0.00014157233817968518,0.00021242786897346377,0.0002363141975365579,0.00016652799968142062,3.87034124287311e-05,0.00014157233817968518,32.296358015077075,31.83684471674254,33.35557337829481,39.918610178855275,34.06383754826915,32.296358015077075,31.83684471674254,33.35557337829481,39.918610178855275,34.06383754826915
6,0.0004479989584069699,0.0005280594923533499,0.00045146772754378617,0.0001305021287407726,0.0004284484311938286,0.0004479989584069699,0.0005280594923533499,0.00045146772754378617,0.0001305021287407726,0.0004284484311938286,30.796335518915793,30.657919703192423,30.901446108079146,36.7405622946876,30.97657356461752,30.796335518915793,30.657919703192423,30.901446108079146,36.7405622946876,30.97657356461752
7,5.6178239901782945e-05,7.432547135977075e-05,5.024899655836634e-05,2.724851219682023e-05,4.9780930567067116e-05,5.6178239901782945e-05,7.432547135977075e-05,5.024899655836634e-05,2.724851219682023e-05,4.9780930567067116e-05,38.10745782239418,36.879892658410796,38.60102952390807,42.29665094582009,38.654028396019235,38.10745782239418,36.879892658410796,38.60102952390807,42.29665094582009,38.654028396019235
8,0.00022040819749236107,0.00025461550103500485,0.00018642727809492499,4.656063538277522e-05,0.00016758631682023406,0.00022040819749236107,0.00025461550103500485,0.00018642727809492499,4.656063538277522e-05,0.00016758631682023406,32.140198644315234,31.51224234586712,32.870335656826555,39.21205809597335,33.33728572625954,32.140198644315234,31.51224234586712,32.870335656826555,39.21205809597335,33.33728572625954
9,0.00021706342522520572,0.0003789806505665183,0.00013823522021993995,0.00020008394494652748,9.307352593168616e-05,0.00021706342522520572,0.0003789806505665183,0.00013823522021993995,0.00020008394494652748,9.307352593168616e-05,32.22904484235738,30.120370264922176,34.19799544474021,37.29554160440368,35.93549047216881,32.22904484235738,30.120370264922176,34.19799544474021,37.29554160440368,35.93549047216881
