hop_idx,hop,src,dst,n,sigma_cfg,dt,sigma_times_dt,latent_rms_mean,latent_rms_p50,latent_rms_p95,latent_l2_mean,latent_l2_p50,latent_l2_p95,latent_abs_mean,latent_abs_p50,latent_abs_p95,v13_dst_psnr,a4_dst_psnr,a4_minus_v13_psnr,v13_dst_ms_ssim,a4_dst_ms_ssim,a4_minus_v13_ms_ssim,v13_dst_nrmse,a4_dst_nrmse,a4_minus_v13_nrmse,v13_dst_seam,a4_dst_seam,a4_minus_v13_seam,a4_vs_v13_seam_reduction_pct,v13_dst_ext_seam,a4_dst_ext_seam,a4_minus_v13_ext_seam,a4_vs_v13_ext_seam_reduction_pct
0,D50->D20,D50,D20,7403,0.009634,3.0,0.028902,0.033604945987463,0.03257757052779198,0.05865042060613631,14.900300025939941,14.444708824157715,26.005295562744138,0.009899291209876537,0.009977960027754307,0.017500369995832443,35.21715886120136,35.49179755724709,0.2746386960457272,0.983782459952679,0.9846882612000248,0.0009058012473458499,0.022520158332898513,0.022053268265624527,-0.00046689006727398605,0.025910094768309234,0.01978493305703315,-0.006125161711276084,-23.640059081404054,0.01378958283436204,0.012756471780230238,-0.0010331110541318012,-7.491967426000795
1,D20->D10,D20,D10,7403,0.002946,5.0,0.01473,0.01629459112882614,0.015245786868035793,0.02953261584043502,7.22496223449707,6.759922027587891,13.094661426544185,0.004774449858814478,0.004684030544012785,0.008689476270228622,35.597090462763475,35.886429164468844,0.28933870170536835,0.9820549047010969,0.9833108747261498,0.0012559700250528438,0.021335080231485462,0.020722849167074935,-0.0006122310644105268,0.022503894081397864,0.01746901592199669,-0.005034878159401172,-22.373364099518653,0.012385126224323462,0.011471242158303432,-0.0009138840660200299,-7.378883747064522
2,D10->D4,D10,D4,7403,0.000775,15.0,0.011625,0.012672252021729946,0.011538270860910416,0.024601667188107953,5.618831157684326,5.116016387939453,10.90833654403686,0.0036361219827085733,0.003525620559230447,0.007026597438380117,36.11222948548139,36.45925266477018,0.3470231792887901,0.9822518841955897,0.983643417565803,0.0013915333702132493,0.01992352416541797,0.019179542978478747,-0.0007439811869392222,0.021686306645862626,0.01671010025333906,-0.004976206392523566,-22.946306504768256,0.011035885791999782,0.010017864525567048,-0.0010180212664327344,-9.224644814381154
3,D4->NORMAL,D4,NORMAL,7403,0.000141,75.0,0.010575000000000001,0.009909543208777905,0.008395141921937466,0.020273300074040882,4.393859386444092,3.722353219985962,8.989180564880368,0.0026403467636555433,0.002454435685649514,0.005434799008071415,36.494330325459096,36.893917226812135,0.39958690135303954,0.9828857757603012,0.9843468196034898,0.0014610438431885697,0.019024503814505885,0.018209721918806786,-0.0008147818956990988,0.021355069642409723,0.01655218965016274,-0.004802879992246982,-22.49058454348839,0.010044480595129373,0.008924355652117499,-0.0011201249430118736,-11.151646243958385
