slice_idx,mse_D10,mse_D20,mse_D4,mse_D50,mse_NORMAL,mse_raw_D10,mse_raw_D20,mse_raw_D4,mse_raw_D50,mse_raw_NORMAL,psnr_D10,psnr_D20,psnr_D4,psnr_D50,psnr_NORMAL,psnr_raw_D10,psnr_raw_D20,psnr_raw_D4,psnr_raw_D50,psnr_raw_NORMAL
0,3.794902659137733e-05,5.0199520046589896e-05,3.3209937100764364e-05,8.181657904060557e-06,2.908812166424468e-05,3.794902659137733e-05,5.0199520046589896e-05,3.3209937100764364e-05,8.181657904060557e-06,2.908812166424468e-05,39.79037052910127,38.572303494708166,40.37398610345372,46.56795623231045,40.957404504501326,39.79037052910127,38.572303494708166,40.37398610345372,46.56795623231045,40.957404504501326
1,0.00025615518097765744,0.00031509430846199393,0.0002353309973841533,5.6315424444619566e-05,0.000205932097742334,0.00025615518097765744,0.00031509430846199393,0.0002353309973841533,5.6315424444619566e-05,0.000205932097742334,31.494958101494724,30.671352003185522,31.857557833441266,38.6145077110337,32.44053131068758,31.494958101494724,30.671352003185522,31.857557833441266,38.6145077110337,32.44053131068758
2,0.00029405945679172873,0.0003843619779217988,0.00025095551973208785,5.7463541452307254e-05,0.00023040082305669785,0.00029405945679172873,0.0003843619779217988,0.00025095551973208785,5.7463541452307254e-05,0.00023040082305669785,30.894007772539755,29.824066204973068,31.575293687712957,38.44569134192909,31.948576024601568,30.894007772539755,29.824066204973068,31.575293687712957,38.44569134192909,31.948576024601568
3,0.00018039459246210754,0.0002359228819841519,0.000147314858622849,3.604306766646914e-05,0.00012222300574649125,0.00018039459246210754,0.0002359228819841519,0.000147314858622849,3.604306766646914e-05,0.00012222300574649125,33.00873423490024,31.841713268241687,33.890963626003426,40.08430314428926,34.70604421676833,33.00873423490024,31.841713268241687,33.890963626003426,40.08430314428926,34.70604421676833
4,0.00030565360793843865,0.000344180065440014,0.0002451243926770985,6.507760554086417e-05,0.00021100199955981225,0.00030565360793843865,0.000344180065440014,0.0002451243926770985,6.507760554086417e-05,0.00021100199955981225,30.896822623939375,30.24826320032774,31.687181506273436,38.06936881684793,32.347551487405354,30.896822623939375,30.24826320032774,31.687181506273436,38.06936881684793,32.347551487405354
5,0.00021083085448481143,0.00023656064877286553,0.00016144252731464803,3.87034124287311e-05,0.00013582230894826353,0.00021083085448481143,0.00023656064877286553,0.00016144252731464803,3.87034124287311e-05,0.00013582230894826353,32.32928277869614,31.832332129198072,33.49009385387113,39.918610178855275,34.24372898431841,32.32928277869614,31.832332129198072,33.49009385387113,39.918610178855275,34.24372898431841
6,0.00043885523336939514,0.0005178339779376984,0.0004301758308429271,0.0001305021287407726,0.0004147223080508411,0.00043885523336939514,0.0005178339779376984,0.0004301758308429271,0.0001305021287407726,0.0004147223080508411,31.032749596682585,30.7181510334359,31.16587865098123,36.7405622946876,31.131909145419964,31.032749596682585,30.7181510334359,31.16587865098123,36.7405622946876,31.131909145419964
7,5.691038313671015e-05,7.559100049547851e-05,5.2278566727181897e-05,2.724851219682023e-05,5.255863652564585e-05,5.691038313671015e-05,7.559100049547851e-05,5.2278566727181897e-05,2.724851219682023e-05,5.255863652564585e-05,38.03950579132652,36.797436593451806,38.411150030924595,42.29665094582009,38.39368593228029,38.03950579132652,36.797436593451806,38.411150030924595,42.29665094582009,38.39368593228029
8,0.00021868673502467573,0.0002571948862168938,0.00018349217134527862,4.656063538277522e-05,0.0001641743438085541,0.00021868673502467573,0.0002571948862168938,0.00018349217134527862,4.656063538277522e-05,0.0001641743438085541,32.173459375764885,31.467836257342125,32.93829207384679,39.21205809597335,33.424768836697325,32.173459375764885,31.467836257342125,32.93829207384679,39.21205809597335,33.424768836697325
9,0.00021335299243219197,0.0003839453274849802,0.00014968193136155605,0.00020008394494652748,0.00010276747343596071,0.00021335299243219197,0.0003839453274849802,0.00014968193136155605,0.00020008394494652748,0.00010276747343596071,32.30936283088981,30.087218733566093,33.87838755865445,37.29554160440368,35.54147640760692,32.30936283088981,30.087218733566093,33.87838755865445,37.29554160440368,35.54147640760692
