slice_idx,mse_hop0_D50_to_D20,mse_hop0_D50_to_D20_raw,mse_hop1_D20_to_D10,mse_hop1_D20_to_D10_raw,mse_hop2_D10_to_D4,mse_hop2_D10_to_D4_raw,mse_hop3_D4_to_NORMAL,mse_hop3_D4_to_NORMAL_raw,psnr_hop0_D50_to_D20,psnr_hop0_D50_to_D20_raw,psnr_hop1_D20_to_D10,psnr_hop1_D20_to_D10_raw,psnr_hop2_D10_to_D4,psnr_hop2_D10_to_D4_raw,psnr_hop3_D4_to_NORMAL,psnr_hop3_D4_to_NORMAL_raw
3258,0.00033326883567497134,0.00033326883567497134,0.0001259071141248569,0.0001259071141248569,7.555914635304362e-05,7.555914635304362e-05,4.8674723075237125e-05,4.8674723075237125e-05,30.954757706617254,30.954757706617254,34.732305563203575,34.732305563203575,37.013407845581746,37.013407845581746,38.80053281109381,38.80053281109381
3259,6.128609675215557e-05,6.128609675215557e-05,2.3338992832577787e-05,2.3338992832577787e-05,1.8345812350162305e-05,1.8345812350162305e-05,1.1617228665272705e-05,1.1617228665272705e-05,37.94685909497429,37.94685909497429,41.97917314794444,41.97917314794444,43.098999063861655,43.098999063861655,45.02463664824343,45.02463664824343
3260,0.0006952358526177704,0.0006952358526177704,0.00023938501544762403,0.00023938501544762403,0.00014879408990964293,0.00014879408990964293,8.670082752360031e-05,8.670082752360031e-05,27.67345040273626,27.67345040273626,31.895094937603712,31.895094937603712,33.99449928150837,33.99449928150837,36.21468643798141,36.21468643798141
3261,0.001999346073716879,0.001999346073716879,0.0007829735986888409,0.0007829735986888409,0.000579025421757251,0.000579025421757251,0.00029617385007441044,0.00029617385007441044,25.887347255255087,25.887347255255087,29.61290019889318,29.61290019889318,31.41101798858271,31.41101798858271,33.90865987900564,33.90865987900564
3262,0.0011483549606055021,0.0011483549606055021,0.0003829830966424197,0.0003829830966424197,0.00026560714468359947,0.00026560714468359947,0.00013771756493952125,0.00013771756493952125,25.651407268821483,25.651407268821483,30.044858291713513,30.044858291713513,31.60540189750395,31.60540189750395,34.36443905146629,34.36443905146629
3263,0.00014696379366796464,0.00014696379366796464,6.806694727856666e-05,6.806694727856666e-05,3.569998807506636e-05,3.569998807506636e-05,2.5603714675526135e-05,2.5603714675526135e-05,33.90461362093262,33.90461362093262,37.247898051570374,37.247898051570374,40.060367474253155,40.060367474253155,41.523705745415384,41.523705745415384
3264,0.0006072455435059965,0.0006072455435059965,0.00020957882225047797,0.00020957882225047797,0.00014044030103832483,0.00014044030103832483,7.770972297294065e-05,7.770972297294065e-05,28.68396632668842,28.68396632668842,32.46985298500403,32.46985298500403,34.24485509953696,34.24485509953696,36.71227805552854,36.71227805552854
3265,0.0019425546051934361,0.0019425546051934361,0.0007584637496620417,0.0007584637496620417,0.0004176511720288545,0.0004176511720288545,0.0002675544819794595,0.0002675544819794595,23.567055058440776,23.567055058440776,27.2716273404554,27.2716273404554,29.440478014673484,29.440478014673484,31.298212150311688,31.298212150311688
3266,0.0001873070577858016,0.0001873070577858016,7.051674765534699e-05,7.051674765534699e-05,4.5075517846271396e-05,4.5075517846271396e-05,2.464460521878209e-05,2.464460521878209e-05,32.85057713305588,32.85057713305588,37.097724508509145,37.097724508509145,39.04183850853809,39.04183850853809,41.68837721749887,41.68837721749887
3267,5.070933548267931e-05,5.070933548267931e-05,1.8674874809221365e-05,1.8674874809221365e-05,1.4082885172683746e-05,1.4082885172683746e-05,9.36716423893813e-06,9.36716423893813e-06,38.59152132621213,38.59152132621213,42.91544985339152,42.91544985339152,44.152521375662616,44.152521375662616,45.98923995567611,45.98923995567611
