scheme,checkpoint_kind,D50,D20,D10,D4,NORMAL,transport_avg,all_avg,runtime_sec
C,best,42.6223809544853,35.569029702281014,35.94213684156233,36.50539344912298,36.805527613515004,36.20552190162033,37.48889371219333,226.62106466293335
C,last,42.6223809544853,35.5707817896949,35.94868047730465,36.50491438539354,36.79337101067689,36.20443691576749,37.48802572351106,216.1062982082367
